Time,TrajectoryGuidanceVF_forceX0,TrajectoryGuidanceVF_forceY0,TrajectoryGuidanceVF_forceZ0,TrajectoryGuidanceVF_dist0,Assisted,Assistance,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,Clutch,FromCamera
8.013544,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.064839,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.096973,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.135626,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.179352,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.239635,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.286009,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.329786,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.379988,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.42557,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.466976,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.507874,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.546698,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.585973,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.632805,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.678772,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.731898,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.777413,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.823476,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.871587,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.912078,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.952909,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
8.994516,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.039803,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.077504,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.116944,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.161234,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.19838,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.238322,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.278556,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.317609,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.362728,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.399291,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.442608,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.483961,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.530969,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.576528,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.620623,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.663241,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.700204,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.742715,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.787663,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.834772,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.877794,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.918312,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
9.960656,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.00468,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.04371,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.09044,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.13038,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.17111,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.2124,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.2551,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.29655,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.34489,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.38181,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.42185,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.45649,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
10.49391,0,0,0,0,FALSE,0.75,-1.498381,0.00455213,-3.234357,0,-1.63E-07,1,FALSE,0.1036724
